nct_id	tru	inclusion_exclusion	negated	criteria_sentences	essential_secondary
NCT00777946	TRUE	Exclusion	FALSE	other protocol-defined inclusion / may apply	
NCT00778921	FALSE	Inclusion	TRUE	newly diagnosed patients or patients who have not been treated for hypertension within the 4 weeks prior to visit 1 must have a msdbp > = 95 mmhg and < 110 mmhg at visits 1 and 2	unrecorded
NCT00778921	TRUE	Inclusion	FALSE	patients who have been treated for hypertension within the 4 weeks prior to visit 1 must have a msdbp > = 90 mmhg and < 110 mmhg at visit 2	
NCT00778921	TRUE	Inclusion	NA	all patients must have a msdbp > = 90 mmhg and < 110 mmhg at visit 5 ( randomization )	
NCT00778921	TRUE	Exclusion	FALSE	severe hypertension	
NCT00778921	TRUE	Exclusion	FALSE	pregnant or nursing ( lactating ) women	
NCT00778921	TRUE	Exclusion	FALSE	pre-menopausal women not taking accepted form of birth control	
NCT00778921	TRUE	Exclusion	TRUE	pre-menopausal women not taking accepted form of birth control	
NCT00778921	TRUE	Exclusion	FALSE	serum potassium > = 5.3 meq / l ( mmol / l ) at visit 1	
NCT00778921	TRUE	Exclusion	NA	history of cardiovascular conditions	
NCT00778921	TRUE	Exclusion	FALSE	uncontrolled type 1 diabetes or type 2 diabetesmellitus	
NCT00778921	TRUE	Exclusion	FALSE	hypersensitivity to renin inhibitors ; calcium channel blockers ; or to drugs with similar chemical structures	
NCT00778921	TRUE	Exclusion	FALSE	other protocol-defined inclusion / may apply	
NCT00841672	FALSE	Inclusion	FALSE	outpatients > = 18 years of age	unrecorded
NCT00841672	TRUE	Inclusion	FALSE	patients with a diagnosis of moderate to severe hypertension ; defined as mssbp > = 160 mmhg and < 200 mmhg at visit 2	
NCT00841672	TRUE	Exclusion	FALSE	mild to moderate hypertension	
NCT00841672	TRUE	Exclusion	FALSE	pregnant or nursing ( lactating ) women	
NCT00841672	TRUE	Exclusion	FALSE	women of child-bearing potential	
NCT00841672	TRUE	Exclusion	FALSE	previous diagnosis or current diagnosis of heart failure new york heart association ( nyha ) class ii - class iv .	
NCT00841672	TRUE	Exclusion	FALSE	serum potassium > = 5.3 meq / l ( mmol / l ) at visit 1 .	
NCT00841672	TRUE	Exclusion	FALSE	uncontrolled type 1 diabetes or type 2 diabetesmellitus	
NCT00841672	TRUE	Exclusion	FALSE	hypersensitivity to renin inhibitors ; calcium channel blockers ; or to drugs with similar chemical structures	
NCT00841672	TRUE	Exclusion	FALSE	history of hypertensive encephalopathy accident or cerebrovascular accident ; or history of transient ischemic attack ( tia ) ; myocardial infarction ; coronary bypass surgery ; or any percutaneous coronary intervention	
NCT00841672	TRUE	Exclusion	FALSE	patients on a combination of 3 or more antihypertensive medications	
NCT00841672	TRUE	Exclusion	FALSE	other protocol-defined inclusion / may apply	
NCT00860262	FALSE	Inclusion	FALSE	ability to provide written informed consent in accordance with good clinical practice and local legislation	unrecorded
NCT00860262	TRUE	Inclusion	FALSE	age 18 years or older	
NCT00860262	TRUE	Inclusion	FALSE	patients with severe hypertension as defined sbp greater than 180 mmhg and dbp greater than 95 mmhg at randomisation	
NCT00860262	TRUE	Inclusion	FALSE	ability to stop any current antihypertensive therapy without unacceptable risk to the patient ( investigators discretion )	
NCT00860262	TRUE	Exclusion	FALSE	mean in-clinic seated cuff sbp > / = 200 mmhg or diastolic blood pressure [ dbp ] > / = 95 mmhg	
NCT00902304	FALSE	Inclusion	FALSE	newly diagnosed or currently treated hypertensive patients who have not attained their blood pressure target and require active pharmacological treatment as recommended by the local guidelines as judged by the general practitioner	unrecorded
NCT00902304	TRUE	Inclusion	TRUE	newly diagnosed or currently treated hypertensive patients who have not attained their blood pressure target and require active pharmacological treatment as recommended by the local guidelines as judged by the general practitioner	
NCT00902304	TRUE	Exclusion	FALSE	significantly elevated blood pressure ( severe hypertension )	
NCT00902304	TRUE	Exclusion	FALSE	requiring 3 or more antihypertensive drugs	
NCT00902304	TRUE	Exclusion	FALSE	severe kidney disease or dialyses	
NCT00902304	TRUE	Exclusion	FALSE	clinical diagnosis requiring concomitant therapy with antihypertensive treatment that would be outside the therapies allowed under study protocol	
NCT00902304	TRUE	Exclusion	FALSE	other protocol-defined inclusion / may apply	
NCT00931710	FALSE	Inclusion	FALSE	male or female outpatient of 18 years of age or greater	unrecorded
NCT00931710	TRUE	Inclusion	FALSE	stage 2 systolic hypertension defined as office mean sitting systolic blood pressure ( mssbp ) greater than or equal to 160 and < 200 mmhg at randomization	
NCT00931710	TRUE	Inclusion	FALSE	patients who were able to participate in the study ; and who gave written informed consent before any study assessment was performed .	
NCT00931710	TRUE	Exclusion	FALSE	office systolic blood pressure > 200 or mean sitting diastolic blood pressure ( msdbp ) greater than or equal to 110 mmhg at visit 1 .	
NCT00931710	TRUE	Exclusion	FALSE	use of four 4 or more antihypertensive medications within 30 days of visit 1 .	
NCT00931710	TRUE	Exclusion	FALSE	refractory hypertension ; defined as blood pressure > 140 / 90 mmhg while taking three 3 drugs at the maximum dose of each drug ; one of which must be a diuretic	
NCT00931710	TRUE	Exclusion	FALSE	( therapy with a fixed-dose combination of two active medications represents two drugs ) .	
NCT00931710	TRUE	Exclusion	FALSE	inability to safely discontinue all antihypertensive medications for 1 - 2 weeks prior to randomization .	
NCT00931710	TRUE	Exclusion	FALSE	other protocol-defined inclusion / may apply	
NCT00942994	FALSE	Inclusion	FALSE	patients who are newly diagnosed or have a history of hypertension ; who are eligible and able to participate in the study ; and who give written informed consent before any assessment is performed .	
NCT00942994	TRUE	Inclusion	FALSE	men or women 18 years and older of minority background	
NCT00942994	TRUE	Inclusion	FALSE	self-identified .	
NCT00942994	TRUE	Inclusion	FALSE	patients with stage 2 hypertension defined as mssbp > = 160 mmhg and < 200 mmhg at visit 5 ( randomization ) .	
NCT00942994	TRUE	Exclusion	FALSE	patients with msdbp > = 110 mmhg or mssbp > = 200 mmhg as measured by office cuff at any visit .	
NCT00942994	TRUE	Exclusion	FALSE	patients on 4 or more antihypertensive medications .	
NCT00942994	TRUE	Exclusion	FALSE	patients with uncontrolled hypertension ( mssbp > 180 mmhg ) taking more than 1 antihypertensive medication at visit	
NCT00949884	FALSE	Inclusion	FALSE	males or females aged > 18 years who are not institutionalized and have signed informed consent .	unrecorded
NCT00949884	TRUE	Inclusion	TRUE	males or females aged > 18 years who are not institutionalized and have signed informed consent .	
NCT00949884	TRUE	Inclusion	FALSE	mean cuff seated diastolic blood pressure ( bp ) must be > 95 mmhg and < 115 mmhg and a mean cuff seated systolic bp must be < 180 mmhg when measured at two consecutive qualification study visits during the placebo run-in phase .	
NCT00949884	TRUE	Inclusion	FALSE	the difference in mean cuff seated diastolic bp must be < 7 mmhg between two consecutive qualification study visits during the placebo run-in phase .	
NCT00949884	TRUE	Exclusion	FALSE	subjects with type 2 diabetes mellitus with an hba1c > = 9.5 % at screening .	
NCT00949884	TRUE	Exclusion	FALSE	subjects with serious disorders which may limit the ability to evaluate the efficacy or safety of olmesartan medoxomil and losartan potassium ; including cardiovascular ; renal ( including the absence of one kidney ) ; pulmonary ; hepatic ; gastrointestinal ( including clinically significant malabsorption ) ; endocrine / metabolic ( with the exception of non-insulin ; dependent type 2 diabetes mellitus with hba1c < 9.55 % at screening ) ; hematologic / oncologic ( including an active malignancy other than basal cell carcinoma ) ; neurologic and psychiatric diseases .	
NCT00949884	TRUE	Exclusion	TRUE	subjects with serious disorders which may limit the ability to evaluate the efficacy or safety of olmesartan medoxomil and losartan potassium ; including cardiovascular ; renal ( including the absence of one kidney ) ; pulmonary ; hepatic ; gastrointestinal ( including clinically significant malabsorption ) ; endocrine / metabolic ( with the exception of non-insulin ; dependent type 2 diabetes mellitus with hba1c < 9.55 % at screening ) ; hematologic / oncologic ( including an active malignancy other than basal cell carcinoma ) ; neurologic and psychiatric diseases .	
NCT00949884	TRUE	Exclusion	FALSE	subjects with a history of myocardial infarction ; angina ; coronary angioplasty ; bypass surgery or heart failure within the last 12 months .	
NCT00949884	TRUE	Exclusion	FALSE	subjects with any history of new york heart association class iii or class iv congestive heart failure ( chf )	
NCT00949884	TRUE	Exclusion	FALSE	a history of new york heart association class i or class ii chf may be exclusionary at the discretion of the investigator .	
NCT00949884	TRUE	Exclusion	FALSE	subjects with a history of cerebrovascular accident or transient ischemic attack within the last 1 year .	
NCT00949884	TRUE	Exclusion	FALSE	subjects with clinically significant cardiac conduction defects ; including second degree or third degree atrioventricular ( av ) block ; left bundle branch block ; sick sinus syndrome ; atrial fibrillation ; atrial flutter ; an accessory bypass tract ; or any arrhythmia requiring medication	
NCT01368536	FALSE	Inclusion	FALSE	patients with stage 2 hypertension within protocol limits at randomization	unrecorded
NCT01368536	TRUE	Inclusion	FALSE	patients with type 2 diabetes mellitus with hga1c less than or equal to 9 %	
NCT01368536	TRUE	Inclusion	TRUE	patients with newly diagnosed hypertension or patients who have not received antihypertensive therapy for at least 4 weeks prior to screening	
NCT01368536	TRUE	Inclusion	FALSE	patients with newly diagnosed hypertension or patients who have not received antihypertensive therapy for at least 4 weeks prior to screening	
NCT01368536	TRUE	Exclusion	FALSE	patients taking 4 or more antihypertensive medications at screening visit	
NCT01368536	TRUE	Exclusion	FALSE	patients with uncontrolled bp ( > 140 / 90 mmhg ) while taking 3 or more antihypertensives at their maximum approved doses	
NCT01368536	TRUE	Exclusion	FALSE	type 2 diabetes mellitus requiring insulin treatment	
NCT01368536	TRUE	Exclusion	NA	patients with hga1c > 9 %	
NCT01368536	TRUE	Exclusion	FALSE	patients with known gout	
NCT01368536	TRUE	Exclusion	FALSE	known history of cancer within the past 5 years	
NCT01368536	TRUE	Exclusion	FALSE	patients who are pregnant mothers or nursing mothers	
NCT01368536	TRUE	Exclusion	FALSE	patients who have participated in an investigational clinical trial within the 30 days prior to screening .	
NCT01368536	TRUE	Exclusion	FALSE	other protocol-defined inclusion / may apply	
NCT02269176	FALSE	Inclusion	FALSE	mild to moderate primary hypertension ; the mean sitting valley value of diastolic blood pressure ( dbp ) > = 95 and < 110 mmhg ; and the mean sitting valley value of systolic blood pressure ( sbp ) < 180 mmhg	unrecorded
