nct_id,ctgov_group_code,arm_name_bas,same_name_as_drug_compare,name_drug_compare,classification,category,title,description,units,param_type,param_value,dispersion_type,dispersion_value
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Between 45 and 64 years (Open Label Phase),,"Age, Customized",,participants,Number,25,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,<45 years (Open Label Phase),,"Age, Customized",,participants,Number,10,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,â‰¥65 years (Double Blind Phase),,"Age, Customized",,participants,Number,103,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Between 45 and 64 years (Double Blind Phase),,"Age, Customized",,participants,Number,181,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,<45 years (Double Blind Phase),,"Age, Customized",,participants,Number,43,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,â‰¥65 years (Open Label Phase),,"Age, Customized",,participants,Number,39,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Between 45 and 64 years (Open Label Phase),,"Age, Customized",,participants,Number,68,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,<45 years (Open Label Phase),,"Age, Customized",,participants,Number,8,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,â‰¥65 years (Double Blind Phase),,"Age, Customized",,participants,Number,82,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Between 45 and 64 years (Double Blind Phase),,"Age, Customized",,participants,Number,208,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,<45 years (Double Blind Phase),,"Age, Customized",,participants,Number,39,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,â‰¥65 years (Open Label Phase),,"Age, Customized",,participants,Number,0,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Between 45 and 64 years (Open Label Phase),,"Age, Customized",,participants,Number,0,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,<45 years (Open Label Phase),,"Age, Customized",,participants,Number,0,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,â‰¥65 years (Double Blind Phase),,"Age, Customized",,participants,Number,98,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Between 45 and 64 years (Double Blind Phase),,"Age, Customized",,participants,Number,199,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,<45 years (Double Blind Phase),,"Age, Customized",,participants,Number,31,,NA
NCT00591578,B4,Total,FALSE,,â‰¥65 years (Open Label Phase),,"Age, Customized",,participants,Number,59,,NA
NCT00591578,B4,Total,FALSE,,Between 45 and 64 years (Open Label Phase),,"Age, Customized",,participants,Number,93,,NA
NCT00591578,B4,Total,FALSE,,<45 years (Open Label Phase),,"Age, Customized",,participants,Number,18,,NA
NCT00591578,B4,Total,FALSE,,â‰¥65 years (Double Blind Phase),,"Age, Customized",,participants,Number,283,,NA
NCT00591578,B4,Total,FALSE,,Between 45 and 64 years (Double Blind Phase),,"Age, Customized",,participants,Number,588,,NA
NCT00591578,B4,Total,FALSE,,<45 years (Double Blind Phase),,"Age, Customized",,participants,Number,113,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Male (Open Label Phase),,"Gender, Customized",,participants,Number,21,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Female (Open Label Phase),,"Gender, Customized",,participants,Number,34,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Male (Double Blind Phase),,"Gender, Customized",,participants,Number,164,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Female (Double Blind Phase),,"Gender, Customized",,participants,Number,163,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Male (Open Label Phase),,"Gender, Customized",,participants,Number,58,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Female (Open Label Phase),,"Gender, Customized",,participants,Number,57,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Male (Double Blind Phase),,"Gender, Customized",,participants,Number,169,,NA
NCT00591578,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Female (Double Blind Phase),,"Gender, Customized",,participants,Number,160,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Male (Open Label Phase),,"Gender, Customized",,participants,Number,0,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Female (Open Label Phase),,"Gender, Customized",,participants,Number,0,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Male (Double Blind Phase),,"Gender, Customized",,participants,Number,176,,NA
NCT00591578,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Female (Double Blind Phase),,"Gender, Customized",,participants,Number,152,,NA
NCT00591578,B4,Total,FALSE,,Male (Open Label Phase),,"Gender, Customized",,participants,Number,79,,NA
NCT00591578,B4,Total,FALSE,,Female (Open Label Phase),,"Gender, Customized",,participants,Number,91,,NA
NCT00591578,B4,Total,FALSE,,Male (Double Blind Phase),,"Gender, Customized",,participants,Number,509,,NA
NCT00591578,B4,Total,FALSE,,Female (Double Blind Phase),,"Gender, Customized",,participants,Number,475,,NA
NCT00614380,B1,Telmisartan 40mg and Amlodipine 5mg,FALSE,,,,Age,,Years,Mean,54.8,Standard Deviation,10.9
NCT00614380,B2,Telmisartan 80mg and Amlodipine 5mg,FALSE,,,,Age,,Years,Mean,52.9,Standard Deviation,10.6
NCT00614380,B3,Telmisartan 40mg and Amlodipine 5mg + add-on Antihypertensive,FALSE,,,,Age,,Years,Mean,54.4,Standard Deviation,10.8
NCT00614380,B4,Telmisartan 80mg and Amlodipine 5mg + add-on Antihypertensive,FALSE,,,,Age,,Years,Mean,52.4,Standard Deviation,9.6
NCT00614380,B5,Total,FALSE,,,,Age,,Years,Mean,53.9,Standard Deviation,10.6
NCT00614380,B1,Telmisartan 40mg and Amlodipine 5mg,FALSE,,Male,,Gender,,participants,Number,324,,NA
NCT00614380,B1,Telmisartan 40mg and Amlodipine 5mg,FALSE,,Female,,Gender,,participants,Number,240,,NA
NCT00614380,B2,Telmisartan 80mg and Amlodipine 5mg,FALSE,,Male,,Gender,,participants,Number,134,,NA
NCT00614380,B2,Telmisartan 80mg and Amlodipine 5mg,FALSE,,Female,,Gender,,participants,Number,72,,NA
NCT00614380,B3,Telmisartan 40mg and Amlodipine 5mg + add-on Antihypertensive,FALSE,,Male,,Gender,,participants,Number,17,,NA
NCT00614380,B3,Telmisartan 40mg and Amlodipine 5mg + add-on Antihypertensive,FALSE,,Female,,Gender,,participants,Number,8,,NA
NCT00614380,B4,Telmisartan 80mg and Amlodipine 5mg + add-on Antihypertensive,FALSE,,Male,,Gender,,participants,Number,136,,NA
NCT00614380,B4,Telmisartan 80mg and Amlodipine 5mg + add-on Antihypertensive,FALSE,,Female,,Gender,,participants,Number,45,,NA
NCT00614380,B5,Total,FALSE,,Male,,Gender,,participants,Number,611,,NA
NCT00614380,B5,Total,FALSE,,Female,,Gender,,participants,Number,365,,NA
NCT00624052,B1,Telmisartan 40mg and Amlodipine 10mg,FALSE,,,,Age,,Years,Mean,56.2,Standard Deviation,9.9
NCT00624052,B2,Randomised Telmisartan 80mg and Amlodipine 10mg,FALSE,,,,Age,,Years,Mean,57.3,Standard Deviation,9.4
NCT00624052,B3,Titrated Telmisartan 80mg and Amlodipine 10mg,FALSE,,,,Age,,Years,Mean,55.2,Standard Deviation,9.7
NCT00624052,B4,Telmisartan 40mg or 80mg and Amlodipine 10mg + add-on,FALSE,,,,Age,,Years,Mean,53.3,Standard Deviation,10.3
NCT00624052,B5,Total,FALSE,,,,Age,,Years,Mean,56.4,Standard Deviation,9.7
NCT00624052,B1,Telmisartan 40mg and Amlodipine 10mg,FALSE,,Male,,Gender,,Participants,Number,126,,NA
NCT00624052,B1,Telmisartan 40mg and Amlodipine 10mg,FALSE,,Female,,Gender,,Participants,Number,93,,NA
NCT00624052,B2,Randomised Telmisartan 80mg and Amlodipine 10mg,FALSE,,Male,,Gender,,Participants,Number,230,,NA
NCT00624052,B2,Randomised Telmisartan 80mg and Amlodipine 10mg,FALSE,,Female,,Gender,,Participants,Number,206,,NA
NCT00624052,B3,Titrated Telmisartan 80mg and Amlodipine 10mg,FALSE,,Male,,Gender,,Participants,Number,60,,NA
NCT00624052,B3,Titrated Telmisartan 80mg and Amlodipine 10mg,FALSE,,Female,,Gender,,Participants,Number,31,,NA
NCT00624052,B4,Telmisartan 40mg or 80mg and Amlodipine 10mg + add-on,FALSE,,Male,,Gender,,Participants,Number,55,,NA
NCT00624052,B4,Telmisartan 40mg or 80mg and Amlodipine 10mg + add-on,FALSE,,Female,,Gender,,Participants,Number,37,,NA
NCT00624052,B5,Total,FALSE,,Male,,Gender,,Participants,Number,471,,NA
NCT00624052,B5,Total,FALSE,,Female,,Gender,,Participants,Number,367,,NA
NCT00631917,B1,Aliskiren,TRUE,Aliskiren,,,Age,,years,Mean,59.3,Standard Deviation,6.99
NCT00631917,B2,Ramipril,TRUE,Ramipril,,,Age,,years,Mean,59.3,Standard Deviation,6.65
NCT00631917,B3,Total,FALSE,,,,Age,,years,Mean,59.3,Standard Deviation,6.81
NCT00631917,B1,Aliskiren,TRUE,Aliskiren,65 years and greater,,"Age, Customized",,Participants,Number,76,,NA
NCT00631917,B1,Aliskiren,TRUE,Aliskiren,< 65 years,,"Age, Customized",,Participants,Number,299,,NA
NCT00631917,B2,Ramipril,TRUE,Ramipril,65 years and greater,,"Age, Customized",,Participants,Number,86,,NA
NCT00631917,B2,Ramipril,TRUE,Ramipril,< 65 years,,"Age, Customized",,Participants,Number,313,,NA
NCT00631917,B3,Total,FALSE,,65 years and greater,,"Age, Customized",,Participants,Number,162,,NA
NCT00631917,B3,Total,FALSE,,< 65 years,,"Age, Customized",,Participants,Number,612,,NA
NCT00631917,B1,Aliskiren,TRUE,Aliskiren,Male,,Gender,,participants,Number,181,,NA
NCT00631917,B1,Aliskiren,TRUE,Aliskiren,Female,,Gender,,participants,Number,194,,NA
NCT00631917,B2,Ramipril,TRUE,Ramipril,Male,,Gender,,participants,Number,205,,NA
NCT00631917,B2,Ramipril,TRUE,Ramipril,Female,,Gender,,participants,Number,194,,NA
NCT00631917,B3,Total,FALSE,,Male,,Gender,,participants,Number,386,,NA
NCT00631917,B3,Total,FALSE,,Female,,Gender,,participants,Number,388,,NA
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,,,Age,,years,Mean,55.1,Standard Deviation,10.93
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,>=65 years,,Age,,participants,Number,120,,NA
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,Between 18 and 65 years,,Age,,participants,Number,508,,NA
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,<=18 years,,Age,,participants,Number,0,,NA
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,,,Age,,years,Mean,55.9,Standard Deviation,10.78
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,>=65 years,,Age,,participants,Number,132,,NA
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,Between 18 and 65 years,,Age,,participants,Number,505,,NA
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,<=18 years,,Age,,participants,Number,0,,NA
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,,,Age,,years,Mean,54.6,Standard Deviation,10.82
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,>=65 years,,Age,,participants,Number,96,,NA
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,Between 18 and 65 years,,Age,,participants,Number,504,,NA
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,<=18 years,,Age,,participants,Number,0,,NA
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,>=65 years,,Age,,participants,Number,123,,NA
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,,,Age,,years,Mean,54.7,Standard Deviation,11.22
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,Between 18 and 65 years,,Age,,participants,Number,504,,NA
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,<=18 years,,Age,,participants,Number,0,,NA
NCT00649389,B5,Total,FALSE,,>=65 years,,Age,,participants,Number,471,,NA
NCT00649389,B5,Total,FALSE,,,,Age,,years,Mean,55.1,Standard Deviation,10.94
NCT00649389,B5,Total,FALSE,,Between 18 and 65 years,,Age,,participants,Number,2021,,NA
NCT00649389,B5,Total,FALSE,,<=18 years,,Age,,participants,Number,0,,NA
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,Greater than or equal to 30 kg/m2,,Body Mass Index,,Participants,Number,399,,NA
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,Less than 30 kg/m2,,Body Mass Index,,Participants,Number,229,,NA
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,Greater than or equal to 30 kg/m2,,Body Mass Index,,Participants,Number,399,,NA
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,Less than 30 kg/m2,,Body Mass Index,,Participants,Number,238,,NA
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,Greater than or equal to 30 kg/m2,,Body Mass Index,,Participants,Number,370,,NA
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,Less than 30 kg/m2,,Body Mass Index,,Participants,Number,230,,NA
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,Greater than or equal to 30 kg/m2,,Body Mass Index,,Participants,Number,387,,NA
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,Less than 30 kg/m2,,Body Mass Index,,Participants,Number,240,,NA
NCT00649389,B5,Total,FALSE,,Greater than or equal to 30 kg/m2,,Body Mass Index,,Participants,Number,1555,,NA
NCT00649389,B5,Total,FALSE,,Less than 30 kg/m2,,Body Mass Index,,Participants,Number,937,,NA
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,Male,,Gender,,participants,Number,325,,NA
NCT00649389,B1,OM40/AML10,TRUE,OM40/AML10,Female,,Gender,,participants,Number,303,,NA
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,Male,,Gender,,participants,Number,339,,NA
NCT00649389,B2,OM40/HCTZ25,TRUE,OM40/HCTZ25,Female,,Gender,,participants,Number,298,,NA
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,Male,,Gender,,participants,Number,334,,NA
NCT00649389,B3,AML10/HCTZ25,TRUE,AML10/HCTZ25,Female,,Gender,,participants,Number,266,,NA
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,Male,,Gender,,participants,Number,320,,NA
NCT00649389,B4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,Female,,Gender,,participants,Number,307,,NA
NCT00649389,B5,Total,FALSE,,Male,,Gender,,participants,Number,1318,,NA
NCT00649389,B5,Total,FALSE,,Female,,Gender,,participants,Number,1174,,NA
NCT00687973,B1,Valsartan/Amlodipine 160/10 mg,FALSE,,,,Age,,years,Mean,57.5,Standard Deviation,9.94
NCT00687973,B2,Atenolol/Amlodipine 100/10 mg,FALSE,,,,Age,,years,Mean,56.2,Standard Deviation,11.09
NCT00687973,B3,Total,FALSE,,,,Age,,years,Mean,56.9,Standard Deviation,10.55
NCT00687973,B1,Valsartan/Amlodipine 160/10 mg,FALSE,,Male,,Gender,,participants,Number,111,,NA
NCT00687973,B1,Valsartan/Amlodipine 160/10 mg,FALSE,,Female,,Gender,,participants,Number,82,,NA
NCT00687973,B2,Atenolol/Amlodipine 100/10 mg,FALSE,,Male,,Gender,,participants,Number,99,,NA
NCT00687973,B2,Atenolol/Amlodipine 100/10 mg,FALSE,,Female,,Gender,,participants,Number,101,,NA
NCT00687973,B3,Total,FALSE,,Male,,Gender,,participants,Number,210,,NA
NCT00687973,B3,Total,FALSE,,Female,,Gender,,participants,Number,183,,NA
NCT00696241,B1,Azilsartan Medoxomil 20 mg QD,TRUE,Azilsartan Medoxomil 20 mg QD,â‰¥65 years,,Age,,participants,Number,78,,NA
NCT00696241,B1,Azilsartan Medoxomil 20 mg QD,TRUE,Azilsartan Medoxomil 20 mg QD,Between 45 and 64 years,,Age,,participants,Number,173,,NA
NCT00696241,B1,Azilsartan Medoxomil 20 mg QD,TRUE,Azilsartan Medoxomil 20 mg QD,<45 years,,Age,,participants,Number,32,,NA
NCT00696241,B2,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,â‰¥65 years,,Age,,participants,Number,67,,NA
NCT00696241,B2,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Between 45 and 64 years,,Age,,participants,Number,187,,NA
NCT00696241,B2,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,<45 years,,Age,,participants,Number,29,,NA
NCT00696241,B3,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,â‰¥65 years,,Age,,participants,Number,87,,NA
NCT00696241,B3,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Between 45 and 64 years,,Age,,participants,Number,161,,NA
NCT00696241,B3,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,<45 years,,Age,,participants,Number,37,,NA
NCT00696241,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,â‰¥65 years,,Age,,participants,Number,97,,NA
NCT00696241,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,Between 45 and 64 years,,Age,,participants,Number,153,,NA
NCT00696241,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,<45 years,,Age,,participants,Number,32,,NA
NCT00696241,B5,Placebo QD,TRUE,Placebo QD,â‰¥65 years,,Age,,participants,Number,47,,NA
NCT00696241,B5,Placebo QD,TRUE,Placebo QD,Between 45 and 64 years,,Age,,participants,Number,84,,NA
NCT00696241,B5,Placebo QD,TRUE,Placebo QD,<45 years,,Age,,participants,Number,11,,NA
NCT00696241,B6,Total,FALSE,,â‰¥65 years,,Age,,participants,Number,376,,NA
NCT00696241,B6,Total,FALSE,,Between 45 and 64 years,,Age,,participants,Number,758,,NA
NCT00696241,B6,Total,FALSE,,<45 years,,Age,,participants,Number,141,,NA
NCT00696241,B1,Azilsartan Medoxomil 20 mg QD,TRUE,Azilsartan Medoxomil 20 mg QD,Male,,Gender,,participants,Number,133,,NA
NCT00696241,B1,Azilsartan Medoxomil 20 mg QD,TRUE,Azilsartan Medoxomil 20 mg QD,Female,,Gender,,participants,Number,150,,NA
NCT00696241,B2,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Male,,Gender,,participants,Number,142,,NA
NCT00696241,B2,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Female,,Gender,,participants,Number,141,,NA
NCT00696241,B3,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Male,,Gender,,participants,Number,149,,NA
NCT00696241,B3,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Female,,Gender,,participants,Number,136,,NA
NCT00696241,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,Male,,Gender,,participants,Number,140,,NA
NCT00696241,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,Female,,Gender,,participants,Number,142,,NA
NCT00696241,B5,Placebo QD,TRUE,Placebo QD,Male,,Gender,,participants,Number,76,,NA
NCT00696241,B5,Placebo QD,TRUE,Placebo QD,Female,,Gender,,participants,Number,66,,NA
NCT00696241,B6,Total,FALSE,,Male,,Gender,,participants,Number,640,,NA
NCT00696241,B6,Total,FALSE,,Female,,Gender,,participants,Number,635,,NA
NCT00696436,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,â‰¥65 years,,Age,,participants,Number,69,,NA
NCT00696436,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Between 45 and 64 years,,Age,,participants,Number,170,,NA
NCT00696436,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,<45 years,,Age,,participants,Number,41,,NA
NCT00696436,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,â‰¥65 years,,Age,,participants,Number,63,,NA
NCT00696436,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Between 45 and 64 years,,Age,,participants,Number,184,,NA
NCT00696436,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,<45 years,,Age,,participants,Number,38,,NA
NCT00696436,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,â‰¥65 years,,Age,,participants,Number,48,,NA
NCT00696436,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Between 45 and 64 years,,Age,,participants,Number,178,,NA
NCT00696436,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,<45 years,,Age,,participants,Number,56,,NA
NCT00696436,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,â‰¥65 years,,Age,,participants,Number,66,,NA
NCT00696436,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,Between 45 and 64 years,,Age,,participants,Number,185,,NA
NCT00696436,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,<45 years,,Age,,participants,Number,39,,NA
NCT00696436,B5,Placebo QD,TRUE,Placebo QD,â‰¥65 years,,Age,,participants,Number,36,,NA
NCT00696436,B5,Placebo QD,TRUE,Placebo QD,Between 45 and 64 years,,Age,,participants,Number,98,,NA
NCT00696436,B5,Placebo QD,TRUE,Placebo QD,<45 years,,Age,,participants,Number,20,,NA
NCT00696436,B6,Total,FALSE,,â‰¥65 years,,Age,,participants,Number,282,,NA
NCT00696436,B6,Total,FALSE,,Between 45 and 64 years,,Age,,participants,Number,815,,NA
NCT00696436,B6,Total,FALSE,,<45 years,,Age,,participants,Number,194,,NA
NCT00696436,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Male,,Gender,,participants,Number,147,,NA
NCT00696436,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,Female,,Gender,,participants,Number,133,,NA
NCT00696436,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Male,,Gender,,participants,Number,151,,NA
NCT00696436,B2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,Female,,Gender,,participants,Number,134,,NA
NCT00696436,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Male,,Gender,,participants,Number,152,,NA
NCT00696436,B3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,Female,,Gender,,participants,Number,130,,NA
NCT00696436,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,Male,,Gender,,participants,Number,159,,NA
NCT00696436,B4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,Female,,Gender,,participants,Number,131,,NA
NCT00696436,B5,Placebo QD,TRUE,Placebo QD,Male,,Gender,,participants,Number,90,,NA
NCT00696436,B5,Placebo QD,TRUE,Placebo QD,Female,,Gender,,participants,Number,64,,NA
NCT00696436,B6,Total,FALSE,,Male,,Gender,,participants,Number,699,,NA
NCT00696436,B6,Total,FALSE,,Female,,Gender,,participants,Number,592,,NA
NCT00698646,B1,Valsartan,TRUE,Valsartan,,,Age,,years,Mean,77.7,Standard Deviation,4.22
NCT00698646,B2,HCTZ,TRUE,HCTZ,,,Age,,years,Mean,77.7,Standard Deviation,4.80
NCT00698646,B3,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,,,Age,,years,Mean,77.2,Standard Deviation,3.99
NCT00698646,B4,Total,FALSE,,,,Age,,years,Mean,77.5,Standard Deviation,4.34
NCT00698646,B1,Valsartan,TRUE,Valsartan,>80 years,,"Age, Customized",,participants,Number,27,,NA
NCT00698646,B1,Valsartan,TRUE,Valsartan,76-80 years,,"Age, Customized",,participants,Number,60,,NA
NCT00698646,B1,Valsartan,TRUE,Valsartan,70-75 years,,"Age, Customized",,participants,Number,41,,NA
NCT00698646,B2,HCTZ,TRUE,HCTZ,>80 years,,"Age, Customized",,participants,Number,31,,NA
NCT00698646,B2,HCTZ,TRUE,HCTZ,76-80 years,,"Age, Customized",,participants,Number,56,,NA
NCT00698646,B2,HCTZ,TRUE,HCTZ,70-75 years,,"Age, Customized",,participants,Number,41,,NA
NCT00698646,B3,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,>80 years,,"Age, Customized",,participants,Number,19,,NA
NCT00698646,B3,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,76-80 years,,"Age, Customized",,participants,Number,65,,NA
NCT00698646,B3,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,70-75 years,,"Age, Customized",,participants,Number,44,,NA
NCT00698646,B4,Total,FALSE,,>80 years,,"Age, Customized",,participants,Number,77,,NA
NCT00698646,B4,Total,FALSE,,76-80 years,,"Age, Customized",,participants,Number,181,,NA
NCT00698646,B4,Total,FALSE,,70-75 years,,"Age, Customized",,participants,Number,126,,NA
NCT00698646,B1,Valsartan,TRUE,Valsartan,Male,,Gender,,participants,Number,47,,NA
NCT00698646,B1,Valsartan,TRUE,Valsartan,Female,,Gender,,participants,Number,81,,NA
NCT00698646,B2,HCTZ,TRUE,HCTZ,Male,,Gender,,participants,Number,66,,NA
NCT00698646,B2,HCTZ,TRUE,HCTZ,Female,,Gender,,participants,Number,62,,NA
NCT00698646,B3,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,Male,,Gender,,participants,Number,57,,NA
NCT00698646,B3,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,Female,,Gender,,participants,Number,71,,NA
NCT00698646,B4,Total,FALSE,,Male,,Gender,,participants,Number,170,,NA
NCT00698646,B4,Total,FALSE,,Female,,Gender,,participants,Number,214,,NA
NCT00699192,B1,Amlodipine/Valsartan 5/80 mg,TRUE,Amlodipine/Valsartan 5/80 mg,,,Age,,years,Mean,71.8,Standard Deviation,5.01
