nct_id,ctgov_group_code,arm_name_ae,same_name_as_baseline,name_baseline,adverse_event_term,frequency_threshold,default_vocab,subjects_affected,subjects_at_risk,description
NCT00624052,E1,Telmisartan 40mg and Amlodipine 10mg,TRUE,Telmisartan 40mg and Amlodipine 10mg,"Total, serious adverse events",0,12.0,4,838,The 838 participants in the telmisartan 40mg/amlodipine 10mg group includes all participants
NCT00624052,E1,Telmisartan 40mg and Amlodipine 10mg,TRUE,Telmisartan 40mg and Amlodipine 10mg,"Total, other adverse events",5,,0,838,The 838 participants in the telmisartan 40mg/amlodipine 10mg group includes all participants
NCT00624052,E2,Telmisartan 80mg and Amlodipine 10mg,FALSE,,"Total, serious adverse events",0,12.0,13,611,The 611 participants in the telmisartan 80mg/amlodipine 10mg (T80/A10) group include 436 patients in the randomised T80/A10 group + 91 patients in the uptitrated T80/A10 group + XX patients in the T80/A10 + add-on group
NCT00624052,E2,Telmisartan 80mg and Amlodipine 10mg,FALSE,,"Total, other adverse events",5,,0,611,The 611 participants in the telmisartan 80mg/amlodipine 10mg (T80/A10) group include 436 patients in the randomised T80/A10 group + 91 patients in the uptitrated T80/A10 group + XX patients in the T80/A10 + add-on group
NCT00631917,E1,Aliskiren,TRUE,Aliskiren,"Total, serious adverse events",0,MedDRA,28,375,"For the first 2 weeks of the study, participants received aliskiren 150 mg once a day and were then forced titrated to aliskiren 300 mg once a day for 52 weeks. Participants also received a placebo capsule to match ramipril once a day for the study duration."
NCT00631917,E1,Aliskiren,TRUE,Aliskiren,"Total, other adverse events",5,MedDRA,163,375,"For the first 2 weeks of the study, participants received aliskiren 150 mg once a day and were then forced titrated to aliskiren 300 mg once a day for 52 weeks. Participants also received a placebo capsule to match ramipril once a day for the study duration."
NCT00631917,E2,Ramipril,TRUE,Ramipril,"Total, serious adverse events",0,MedDRA,22,399,For the first 2 weeks of the study participants received 5 mg ramipril orally once a day and were then forced titrated to ramipril 10 mg once a day for 52 weeks. Participants also received placebo to aliskiren for the duration of the study.
NCT00631917,E2,Ramipril,TRUE,Ramipril,"Total, other adverse events",5,MedDRA,176,399,For the first 2 weeks of the study participants received 5 mg ramipril orally once a day and were then forced titrated to ramipril 10 mg once a day for 52 weeks. Participants also received placebo to aliskiren for the duration of the study.
NCT00649389,E1,OM40/AML10,TRUE,OM40/AML10,"Total, serious adverse events",0,MedDRA (11.0),9,596,"Double blind treatment olmesartan medoxomil (OM) 40 mg, Amlodipine (AML) 10 mg tablets once daily."
NCT00649389,E1,OM40/AML10,TRUE,OM40/AML10,"Total, other adverse events",3,MedDRA (11.0),210,596,"Double blind treatment olmesartan medoxomil (OM) 40 mg, Amlodipine (AML) 10 mg tablets once daily."
NCT00649389,E2,OM40/HCTZ25,TRUE,OM40/HCTZ25,"Total, serious adverse events",0,MedDRA (11.0),7,580,"Double blind treatment olmesartan medoxomil (OM) 40 mg, Hydrochlorothiazide (HCTZ) 25 mg tablets once daily."
NCT00649389,E2,OM40/HCTZ25,TRUE,OM40/HCTZ25,"Total, other adverse events",3,MedDRA (11.0),210,580,"Double blind treatment olmesartan medoxomil (OM) 40 mg, Hydrochlorothiazide (HCTZ) 25 mg tablets once daily."
NCT00649389,E3,AML10/HCTZ25,TRUE,AML10/HCTZ25,"Total, serious adverse events",0,MedDRA (11.0),9,552,"Double blind treatment Amlodipine (AML) 10 mg, Hydrochlorothiazide (HCTZ) 25 mg tablets once daily."
NCT00649389,E3,AML10/HCTZ25,TRUE,AML10/HCTZ25,"Total, other adverse events",3,MedDRA (11.0),212,552,"Double blind treatment Amlodipine (AML) 10 mg, Hydrochlorothiazide (HCTZ) 25 mg tablets once daily."
NCT00649389,E4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,"Total, serious adverse events",0,MedDRA (11.0),10,574,"Double blind treatment olmesartan medoxomil (OM) 40 mg, Amlodipine (AML) 10 mg, Hydrochlorothiazide (HCTZ) 25 mg, tablets once daily."
NCT00649389,E4,OM40/AML10/HCTZ25,TRUE,OM40/AML10/HCTZ25,"Total, other adverse events",3,MedDRA (11.0),237,574,"Double blind treatment olmesartan medoxomil (OM) 40 mg, Amlodipine (AML) 10 mg, Hydrochlorothiazide (HCTZ) 25 mg, tablets once daily."
NCT00687973,E1,Amlodipine 5 mg,FALSE,,"Total, other adverse events",5,MedDRA,10,393,Run-in: Amlodipine 5 mg
NCT00687973,E1,Amlodipine 5 mg,FALSE,,"Total, serious adverse events",0,MedDRA,3,393,Run-in: Amlodipine 5 mg
NCT00687973,E2,Valsartan/Amlodipine 160/10 mg,TRUE,Valsartan/Amlodipine 160/10 mg,"Total, serious adverse events",0,MedDRA,4,193,"Patients were treated with valsartan/amlodipine 80/5 mg for 8 weeks followed by forced uptitration to valsartan/amlodipine 160/10 mg for 16 weeks. All doses were taken orally once daily in the morning, except on days when clinic visits were scheduled."
NCT00687973,E2,Valsartan/Amlodipine 160/10 mg,TRUE,Valsartan/Amlodipine 160/10 mg,"Total, other adverse events",5,MedDRA,30,193,"Patients were treated with valsartan/amlodipine 80/5 mg for 8 weeks followed by forced uptitration to valsartan/amlodipine 160/10 mg for 16 weeks. All doses were taken orally once daily in the morning, except on days when clinic visits were scheduled."
NCT00687973,E3,Atenolol/Amlodipine 100/10 mg,TRUE,Atenolol/Amlodipine 100/10 mg,"Total, serious adverse events",0,MedDRA,4,200,"Patients were treated with atenolol/amlodipine 50/5 mg for 8 weeks followed by forced uptitration to atenolol/amlodipine 100/10 mg for 16 weeks. All doses were taken orally once daily in the morning, except on days when clinic visits were scheduled."
NCT00687973,E3,Atenolol/Amlodipine 100/10 mg,TRUE,Atenolol/Amlodipine 100/10 mg,"Total, other adverse events",5,MedDRA,31,200,"Patients were treated with atenolol/amlodipine 50/5 mg for 8 weeks followed by forced uptitration to atenolol/amlodipine 100/10 mg for 16 weeks. All doses were taken orally once daily in the morning, except on days when clinic visits were scheduled."
NCT00696241,E1,Azilsartan Medoxomil 20 mg QD,TRUE,Azilsartan Medoxomil 20 mg QD,"Total, serious adverse events",0,MedDRA (11.1),8,283,"Azilsartan medoxomil 20 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E1,Azilsartan Medoxomil 20 mg QD,TRUE,Azilsartan Medoxomil 20 mg QD,"Total, other adverse events",5,MedDRA (11.1),23,283,"Azilsartan medoxomil 20 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E2,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,"Total, serious adverse events",0,MedDRA (11.1),0,281,"Azilsartan medoxomil 40 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E2,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,"Total, other adverse events",5,MedDRA (11.1),19,281,"Azilsartan medoxomil 40 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E3,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,"Total, serious adverse events",0,MedDRA (11.1),1,284,"Azilsartan medoxomil 80 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E3,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,"Total, other adverse events",5,MedDRA (11.1),32,284,"Azilsartan medoxomil 80 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,"Total, serious adverse events",0,MedDRA (11.1),2,282,"Olmesartan 40 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,"Total, other adverse events",5,MedDRA (11.1),18,282,"Olmesartan 40 mg, tablets, orally, once daily for up to 6 weeks."
NCT00696241,E5,Placebo QD,TRUE,Placebo QD,"Total, serious adverse events",0,MedDRA (11.1),3,142,"Placebo-matching tablets, orally, once daily for up to 6 weeks."
NCT00696241,E5,Placebo QD,TRUE,Placebo QD,"Total, other adverse events",5,MedDRA (11.1),13,142,"Placebo-matching tablets, orally, once daily for up to 6 weeks."
NCT00696436,E1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,"Total, serious adverse events",0,MedDRA 11.1,2,280,"Azilsartan medoxomil 20 mg, tablets and matching placebo comparator orally once daily for two weeks.
Increased to azilsartan medoxomil 40 mg tablets and matching placebo comparator orally, once daily for up to four weeks."
NCT00696436,E1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,"Total, other adverse events",5,MedDRA 11.1,18,280,"Azilsartan medoxomil 20 mg, tablets and matching placebo comparator orally once daily for two weeks.
Increased to azilsartan medoxomil 40 mg tablets and matching placebo comparator orally, once daily for up to four weeks."
NCT00696436,E2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,"Total, serious adverse events",0,MedDRA 11.1,3,284,"Azilsartan medoxomil 40 mg, tablets and matching placebo comparator orally, once daily for two weeks.
Increased to Azilsartan medoxomil 80 mg, tablets and matching placebo comparator orally, once daily for up to four weeks."
NCT00696436,E2,Azilsartan Medoxomil 80 mg QD,TRUE,Azilsartan Medoxomil 80 mg QD,"Total, other adverse events",5,MedDRA 11.1,12,284,"Azilsartan medoxomil 40 mg, tablets and matching placebo comparator orally, once daily for two weeks.
Increased to Azilsartan medoxomil 80 mg, tablets and matching placebo comparator orally, once daily for up to four weeks."
NCT00696436,E3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,"Total, serious adverse events",0,MedDRA 11.1,3,277,"Valsartan 160 mg, tablets, and matching placebo comparator orally, once daily for two weeks.
Increased to Valsartan 320 mg, tablets, and matching placebo comparator, orally, once daily for up to four weeks."
NCT00696436,E3,Valsartan 320 mg QD,TRUE,Valsartan 320 mg QD,"Total, other adverse events",5,MedDRA 11.1,21,277,"Valsartan 160 mg, tablets, and matching placebo comparator orally, once daily for two weeks.
Increased to Valsartan 320 mg, tablets, and matching placebo comparator, orally, once daily for up to four weeks."
NCT00696436,E4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,"Total, serious adverse events",0,MedDRA 11.1,4,290,"Olmesartan 20 mg, tablets and matching placebo comparator, orally, once daily for two weeks.
Increased to Olmesartan 40 mg, tablets and matching placebo comparator, orally, once daily for up to four weeks."
NCT00696436,E4,Olmesartan 40 mg QD,TRUE,Olmesartan 40 mg QD,"Total, other adverse events",5,MedDRA 11.1,23,290,"Olmesartan 20 mg, tablets and matching placebo comparator, orally, once daily for two weeks.
Increased to Olmesartan 40 mg, tablets and matching placebo comparator, orally, once daily for up to four weeks."
NCT00696436,E5,Placebo QD,TRUE,Placebo QD,"Total, serious adverse events",0,MedDRA 11.1,2,155,"Matching placebo, orally, once daily for up to six weeks."
NCT00696436,E5,Placebo QD,TRUE,Placebo QD,"Total, other adverse events",5,MedDRA 11.1,14,155,"Matching placebo, orally, once daily for up to six weeks."
NCT00698646,E1,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,"Total, serious adverse events",0,MedDRA,3,128,At week 0 patients received V+HCTZ 160+12.5 mg capsules. Subjects not at BP goal <140/90 mmHg were uptitrated to V+HCTZ 320+12.5 mg at week 4 and if needed to V+HCTZ 320+25 mg at week 8 or 12.
NCT00698646,E1,Valsartan + HCTZ,TRUE,Valsartan + HCTZ,"Total, other adverse events",5,MedDRA,16,128,At week 0 patients received V+HCTZ 160+12.5 mg capsules. Subjects not at BP goal <140/90 mmHg were uptitrated to V+HCTZ 320+12.5 mg at week 4 and if needed to V+HCTZ 320+25 mg at week 8 or 12.
NCT00698646,E2,HCTZ,TRUE,HCTZ,"Total, serious adverse events",0,MedDRA,4,128,"At week 0 patients received HCTZ 12.5 mg capsule. Subjects not at BP goal <140/90 mmHg were uptitrated to V+HCTZ 160+12.5 mg at week 4 and if needed to V+HCTZ 320+12.5 mg at week 8, and V+HCTZ 320+25 mg at week 12."
NCT00698646,E2,HCTZ,TRUE,HCTZ,"Total, other adverse events",5,MedDRA,27,128,"At week 0 patients received HCTZ 12.5 mg capsule. Subjects not at BP goal <140/90 mmHg were uptitrated to V+HCTZ 160+12.5 mg at week 4 and if needed to V+HCTZ 320+12.5 mg at week 8, and V+HCTZ 320+25 mg at week 12."
NCT00698646,E3,Valsartan,TRUE,Valsartan,"Total, serious adverse events",0,MedDRA,3,128,"At week 0 patients received Valsartan 160 mg capsule. Subjects not at BP goal <140/90 mmHg were uptitrated to V+HCTZ 160+12.5 mg at week 4 and if needed to V+HCTZ 320+12.5 mg at week 8, and V+HCTZ 320+25 mg at week 12"
NCT00698646,E3,Valsartan,TRUE,Valsartan,"Total, other adverse events",5,MedDRA,23,128,"At week 0 patients received Valsartan 160 mg capsule. Subjects not at BP goal <140/90 mmHg were uptitrated to V+HCTZ 160+12.5 mg at week 4 and if needed to V+HCTZ 320+12.5 mg at week 8, and V+HCTZ 320+25 mg at week 12"
NCT00699192,E1,Amlodipine/Valsartan 5/80 mg,TRUE,Amlodipine/Valsartan 5/80 mg,"Total, serious adverse events",0,MedDRA,5,274,"1 capsule amlodipine 5 mg, 1 capsule valsartan 80 mg once daily"
NCT00699192,E1,Amlodipine/Valsartan 5/80 mg,TRUE,Amlodipine/Valsartan 5/80 mg,"Total, other adverse events",5,,0,274,"1 capsule amlodipine 5 mg, 1 capsule valsartan 80 mg once daily"
NCT00699192,E2,Amlodipine/Valsartan 5/40 mg,TRUE,Amlodipine/Valsartan 5/40 mg,"Total, serious adverse events",0,MedDRA,2,272,"1 capsule amlodipine 5 mg, 1 capsule valsartan 40 mg once daily"
NCT00699192,E2,Amlodipine/Valsartan 5/40 mg,TRUE,Amlodipine/Valsartan 5/40 mg,"Total, other adverse events",5,,0,272,"1 capsule amlodipine 5 mg, 1 capsule valsartan 40 mg once daily"
NCT00699192,E3,Amlodipine 5 mg,TRUE,Amlodipine 5 mg,"Total, serious adverse events",0,MedDRA,1,272,"1 capsule amlodipine 5 mg, 1 capsule placebo to match valsartan once daily"
NCT00699192,E3,Amlodipine 5 mg,TRUE,Amlodipine 5 mg,"Total, other adverse events",5,,0,272,"1 capsule amlodipine 5 mg, 1 capsule placebo to match valsartan once daily"
NCT00705575,E1,Aliskiren/Hydrochlorothiazide (HCTZ) (300/25 mg),TRUE,Aliskiren/Hydrochlorothiazide (HCTZ) (300/25 mg),"Total, serious adverse events",0,MedDRA,2,349,"During the titration period, patients received aliskiren/hydrochlorothiazide (HCTZ) 150/12.5 mg for 1 week. Subsequently, patients were up-titrated and received aliskiren/HCTZ 300/25 mg."
NCT00705575,E1,Aliskiren/Hydrochlorothiazide (HCTZ) (300/25 mg),TRUE,Aliskiren/Hydrochlorothiazide (HCTZ) (300/25 mg),"Total, other adverse events",5,MedDRA,27,349,"During the titration period, patients received aliskiren/hydrochlorothiazide (HCTZ) 150/12.5 mg for 1 week. Subsequently, patients were up-titrated and received aliskiren/HCTZ 300/25 mg."
NCT00705575,E2,Aliskiren (300 mg),TRUE,Aliskiren (300 mg),"Total, serious adverse events",0,MedDRA,4,339,"During the titration period, patients received aliskiren 150 mg for one week. Subsequently, patients were up-titrated and received aliskiren 300 mg."
NCT00705575,E2,Aliskiren (300 mg),TRUE,Aliskiren (300 mg),"Total, other adverse events",5,MedDRA,34,339,"During the titration period, patients received aliskiren 150 mg for one week. Subsequently, patients were up-titrated and received aliskiren 300 mg."
NCT00706134,E1,Placebo,TRUE,Placebo,"Total, serious adverse events",0,MedDRA,1,186,Placebo tablet taken once daily in the morning with a light meal.
NCT00706134,E1,Placebo,TRUE,Placebo,"Total, other adverse events",5,,0,186,Placebo tablet taken once daily in the morning with a light meal.
NCT00706134,E2,Aliskiren 75 mg,TRUE,Aliskiren 75 mg,"Total, serious adverse events",0,MedDRA,2,191,Aliskiren 75 mg tablet taken once daily in the morning with a light meal.
NCT00706134,E2,Aliskiren 75 mg,TRUE,Aliskiren 75 mg,"Total, other adverse events",5,,0,191,Aliskiren 75 mg tablet taken once daily in the morning with a light meal.
NCT00706134,E3,Aliskiren 150 mg,TRUE,Aliskiren 150 mg,"Total, serious adverse events",0,MedDRA,3,189,Aliskiren 150 mg tablet taken once daily in the morning with a light meal.
NCT00706134,E3,Aliskiren 150 mg,TRUE,Aliskiren 150 mg,"Total, other adverse events",5,,0,189,Aliskiren 150 mg tablet taken once daily in the morning with a light meal.
NCT00706134,E4,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,"Total, serious adverse events",0,MedDRA,0,188,Aliskiren 300 mg tablet taken once daily in the morning with a light meal.
NCT00706134,E4,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,"Total, other adverse events",5,,0,188,Aliskiren 300 mg tablet taken once daily in the morning with a light meal.
NCT00739973,E1,Placebo,TRUE,Placebo,"Total, serious adverse events",0,MedDRA,2,198,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; for this arm all the 5 pills taken were placebos."
NCT00739973,E1,Placebo,TRUE,Placebo,"Total, other adverse events",5,MedDRA,22,198,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; for this arm all the 5 pills taken were placebos."
NCT00739973,E2,Aliskiren 150 mg Tablet,FALSE,,"Total, serious adverse events",0,MedDRA,0,194,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E2,Aliskiren 150 mg Tablet,FALSE,,"Total, other adverse events",5,MedDRA,15,194,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E3,Aliskiren 300 mg Tablet,FALSE,,"Total, serious adverse events",0,MedDRA,0,203,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E3,Aliskiren 300 mg Tablet,FALSE,,"Total, other adverse events",5,MedDRA,18,203,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E4,Amlodipine 5 mg Capsule,FALSE,,"Total, serious adverse events",0,MedDRA,1,185,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E4,Amlodipine 5 mg Capsule,FALSE,,"Total, other adverse events",5,MedDRA,18,185,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E5,Amlodipine 10 mg Capsule,FALSE,,"Total, serious adverse events",0,MedDRA,1,181,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos. Amlodipine 10 mg arm starts with 1 week of Amlodipine 5 mg, then force titrated to 10 mg."
NCT00739973,E5,Amlodipine 10 mg Capsule,FALSE,,"Total, other adverse events",5,MedDRA,32,181,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos. Amlodipine 10 mg arm starts with 1 week of Amlodipine 5 mg, then force titrated to 10 mg."
NCT00739973,E6,Aliskiren/Amlodipine 150/5 mg Tablet,FALSE,,"Total, serious adverse events",0,MedDRA,1,181,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E6,Aliskiren/Amlodipine 150/5 mg Tablet,FALSE,,"Total, other adverse events",5,MedDRA,15,181,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E7,Aliskiren/Amlodipine 150/10 mg Tablet,FALSE,,"Total, serious adverse events",0,MedDRA,2,181,"150/5 for 1 week, then up-titrated to 150/10 mg. Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E7,Aliskiren/Amlodipine 150/10 mg Tablet,FALSE,,"Total, other adverse events",5,MedDRA,19,181,"150/5 for 1 week, then up-titrated to 150/10 mg. Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E8,Aliskiren/Amlodipine 300/5 mg Tablet,FALSE,,"Total, serious adverse events",0,MedDRA,1,178,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E8,Aliskiren/Amlodipine 300/5 mg Tablet,FALSE,,"Total, other adverse events",5,MedDRA,8,178,"Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E9,Aliskiren/Amlodipine 300/10 mg Tablet,TRUE,Aliskiren/Amlodipine 300/10 mg Tablet,"Total, serious adverse events",0,MedDRA,1,184,"300/5 for 1 week, then up-titrated to 300/10 mg. Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00739973,E9,Aliskiren/Amlodipine 300/10 mg Tablet,TRUE,Aliskiren/Amlodipine 300/10 mg Tablet,"Total, other adverse events",5,MedDRA,30,184,"300/5 for 1 week, then up-titrated to 300/10 mg. Each dose was to be taken orally with water at approximately 8:00 A.M., except on the morning of the next office/clinic visit, when the study medication was to be taken at the site after the visit procedures were completed. In order to adequately blind the study, patients were required to take a total of 4 tablets and 1 capsule of study medication throughout the study; 4 of the 5 pills taken were placebos."
NCT00760266,E1,Aliskiren / HCTZ,FALSE,,"Total, serious adverse events",0,MedDRA,4,227,"Aliskiren HCTZ 150/12.5 mg: 1 week, Aliskiren HCTZ 300/25 mg (with or without amlodipine): 7 weeks"
NCT00760266,E1,Aliskiren / HCTZ,FALSE,,"Total, other adverse events",5,MedDRA,17,227,"Aliskiren HCTZ 150/12.5 mg: 1 week, Aliskiren HCTZ 300/25 mg (with or without amlodipine): 7 weeks"
NCT00760266,E2,HCTZ,TRUE,HCTZ,"Total, serious adverse events",0,MedDRA,3,223,"HCTZ 12.5 mg: 1 week, HCTZ 25 mg (with or without amlodipine): 7 weeks"
NCT00760266,E2,HCTZ,TRUE,HCTZ,"Total, other adverse events",5,MedDRA,26,223,"HCTZ 12.5 mg: 1 week, HCTZ 25 mg (with or without amlodipine): 7 weeks"
NCT00765674,E1,Aliskiren / Amlodipine,TRUE,Aliskiren / Amlodipine,"Total, serious adverse events",0,MedDRA,3,287,"Patients received an aliskiren 150 mg tablet plus an amlodipine 5 mg capsule for 4 weeks and then were force titrated up to aliskiren 300 mg plus amlodipine 10 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received a placebo tablet and a placebo capsule. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed."
NCT00765674,E1,Aliskiren / Amlodipine,TRUE,Aliskiren / Amlodipine,"Total, other adverse events",5,MedDRA,32,287,"Patients received an aliskiren 150 mg tablet plus an amlodipine 5 mg capsule for 4 weeks and then were force titrated up to aliskiren 300 mg plus amlodipine 10 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received a placebo tablet and a placebo capsule. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed."
NCT00765674,E2,Aliskiren / Hydrochlorothiazide,TRUE,Aliskiren / Hydrochlorothiazide,"Total, serious adverse events",0,MedDRA,2,297,"Patients received an aliskiren 150 mg tablet plus a hydrochlorothiazide 12.5 mg capsule for 4 weeks and then were force titrated up to aliskiren 300 mg plus hydrochlorothiazide 25 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received a placebo capsule and a placebo tablet. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed."
NCT00765674,E2,Aliskiren / Hydrochlorothiazide,TRUE,Aliskiren / Hydrochlorothiazide,"Total, other adverse events",5,MedDRA,17,297,"Patients received an aliskiren 150 mg tablet plus a hydrochlorothiazide 12.5 mg capsule for 4 weeks and then were force titrated up to aliskiren 300 mg plus hydrochlorothiazide 25 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received a placebo capsule and a placebo tablet. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed."
NCT00765674,E3,Amlodipine / Hydrochlorothiazide,TRUE,Amlodipine / Hydrochlorothiazide,"Total, serious adverse events",0,MedDRA,2,295,"Patients received an amlodipine 5 mg capsule plus a hydrochlorothiazide 12.5 mg capsule for 4 weeks and then were force titrated up to amlodipine 10 mg plus hydrochlorothiazide 25 mg for the remaining 4 weeks of the study. During the 8 weeks, patients also received 2 placebo tablets. Patients took a total of 4 pills each day orally with water in the morning at approximately 8:00 am, except on the morning of a study visit when they took their study medications after all visit procedures and assessments had been completed"
